price,location,mileage,transmission,drivetrain,fuel type,major options,brand,color,no_of_features,engine-hp,engine-l,engine-type,age
66980,Surrey,4524,Automatic,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Mercedes-Benz,Red,7.0,385.0,3.0,V6,2
62393,Richmond,37730,Automatic,Four-Wheel Drive,Gasoline,,RAM,White,-1.0,272.65777777777777,3.2029230769230743,I4,3
3900,Squamish,178733,Manual,Front-Wheel Drive,Gasoline,,Pontiac,Gray,-1.0,130.0,1.8,I4,17
42590,Surrey,25939,Automatic,Front-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Power Package, Navigation System, Adaptive Cruise Control, DVD Entertainment System, Alloy Wheels, Third Row Seating, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay, Multi Zone Climate Control, Bluetooth, Backup Camera, Remote Start",Honda,Black,17.0,280.0,3.5,V6,3
39990,Victoria,587,Manual,Front-Wheel Drive,Gasoline,,Honda,Gray,-1.0,252.0,2.0,I4,1
32499,Nanaimo,23154,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay",Ford,Blue,8.0,272.65777777777777,1.5,I3,2
35985,Burnaby,98580,Automatic,Four-Wheel Drive,Gasoline,,Ford,White,-1.0,395.0,5.0,V8,4
47736,Sechelt,134300,Automatic,Four-Wheel Drive,Gasoline,"Backup Camera, Navigation System, Heated Seats, Alloy Wheels",GMC,Red,4.0,420.0,6.2,V8,6
5500,New Westminster,194000,Automatic,Four-Wheel Drive,Gasoline,,Dodge,Black,-1.0,210.0,3.7,V6,14
31999,Richmond,65042,Automatic,All-Wheel Drive,Gasoline,,Ford,Red,-1.0,245.0,2.0,I4,4
75995,Langley,22500,Automatic,All-Wheel Drive,Gasoline,"Navigation System, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Parking Sensors, Premium Package, Heated Seats, Android Auto, CarPlay",Mercedes-Benz,Gray,12.0,385.0,3.0,V6,2
23900,Langley,34321,Automatic,All-Wheel Drive,Gasoline,,Toyota,Black,-1.0,144.0,2.0,I4,3
31905,Abbotsford,37339,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats",Ford,Blue,8.0,245.0,2.0,I4,3
30999,Duncan,6663,Automatic,Front-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Parking Sensors, Navigation System, Adaptive Cruise Control",Ford,White,5.0,272.65777777777777,2.0,I4,2
9850,Langley,94000,Manual,All-Wheel Drive,Gasoline,"Bluetooth, Leather Seats",Subaru,Silver,2.0,272.65777777777777,2.0,I4,9
46999,Richmond,21689,Automatic,All-Wheel Drive,Gasoline,"Navigation System, Luxury Package",Lexus,Other,2.0,295.0,3.5,V6,5
38595,Vancouver,60000,Automatic,Rear-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Alloy Wheels, Third Row Seating",Mercedes-Benz,Other,4.0,208.0,2.0,I4,4
21900,Coquitlam,177000,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Alloy Wheels",RAM,Gray,2.0,395.0,5.7,V8,7
23900,Port Coquitlam,66000,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Bluetooth, Backup Camera, Remote Start, Heated Seats",Nissan,Gray,7.0,260.0,3.5,V6,7
43577,Victoria,64099,Automatic,Front-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Remote Start, Heated Seats, Android Auto, CarPlay",Honda,White,10.0,280.0,3.5,V6,3
26900,New Westminster,132000,Automatic,Four-Wheel Drive,Biodiesel,"Sunroof/Moonroof, Chrome Wheels, Bluetooth, Backup Camera, Parking Sensors, Tow Package, Multi Zone Climate Control",RAM,Gray,7.0,240.0,3.0,V6,7
41888,Richmond,21900,Automatic,All-Wheel Drive,Flex Fuel Vehicle,"Leather Seats, Steel Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats, Android Auto, CarPlay",RAM,Other,8.0,305.0,3.6,V6,3
11888,Coquitlam,76176,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,"Backup Camera, Remote Start",Buick,Gray,2.0,180.0,2.4,I4,7
32192,Victoria,8361,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Remote Start, Heated Seats, Android Auto, CarPlay",Chevrolet,Black,6.0,193.0,2.5,I4,3
28998,Chilliwack,18516,Manual,Front-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Bluetooth, Backup Camera, Heated Seats, Android Auto, CarPlay",Honda,Blue,8.0,174.0,1.5,I4,2
60999,Surrey,149618,Automatic,Four-Wheel Drive,Diesel,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats",RAM,Other,9.0,350.0,6.7,I6,5
45935,Chilliwack,108123,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats",GMC,Green,8.0,272.65777777777777,6.2,V8,5
46920,Richmond,6261,Automatic,All-Wheel Drive,Gasoline,Premium Package,BMW,White,1.0,228.0,2.0,I4,1
15491,Burnaby,89970,Automatic,All-Wheel Drive,Gasoline,,Volkswagen,Black,-1.0,170.0,1.8,I4,6
39990,Surrey,41377,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Blind Spot Monitoring, Third Row Seating",Toyota,Black,5.0,295.0,3.5,V6,5
8875,Coquitlam,158733,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,,Buick,Black,-1.0,180.0,2.4,I4,7
23890,Chilliwack,23109,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Alloy Wheels, CarPlay",Volkswagen,Black,5.0,147.0,1.4,I4,2
7900,Port Coquitlam,102864,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Alloy Wheels",Chevrolet,Gray,2.0,84.0,1.2,I4,7
34991,Abbotsford,28246,Automatic,Front-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Adaptive Suspension, Backup Camera, Remote Start, Parking Sensors, Heated Seats, CarPlay",Honda,White,10.0,252.0,2.0,I4,3
14900,Richmond,86125,Automatic,Front-Wheel Drive,Gasoline,Sunroof/Moonroof,Toyota,Other,1.0,132.0,1.8,I4,6
51995,Vancouver,8236,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Adaptive Cruise Control, Heated Seats, Alloy Wheels",Toyota,Other,5.0,278.0,3.5,V6,1
47600,North Vancouver,22231,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Honda,Black,10.0,280.0,3.5,V6,2
16995,New Westminster,54000,Manual,Front-Wheel Drive,Gasoline,"Sport Package, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heat Package, Parking Sensors, Heated Seats, Multi Zone Climate Control",MINI,White,11.0,134.0,1.5,I3,4
31400,Victoria,20297,Automatic,Front-Wheel Drive,Gasoline,,Honda,Black,-1.0,252.0,2.0,I4,3
65183,Surrey,36205,Automatic,Rear-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Bluetooth, Adaptive Suspension, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, Premium Sound Package, Sound Package",Dodge,Blue,11.0,707.0,6.2,V8,7
41850,Langley City,4110,Automatic,Front-Wheel Drive,Hybrid,"Heated Seats, Backup Camera, Alloy Wheels",Toyota,Black,3.0,272.65777777777777,2.5,I4,1
43990,Vancouver,6015,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats",BMW,White,9.0,255.0,2.0,I4,2
94800,Surrey,17088,Automatic,Rear-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Premium Package, Heated Seats",Mercedes-Benz,White,9.0,362.0,3.0,V6,3
39999,Langley,34447,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Backup Camera, Sunroof/Moonroof, Remote Start, Blind Spot Monitoring, Heated Seats",Jeep,Red,6.0,295.0,3.6,V6,3
31981,Aldergrove,39888,Automatic,Rear-Wheel Drive,Gasoline,"Leather Seats, Driver Assistance Package, Sunroof/Moonroof, Power Package, Navigation System, Premium Wheels, Blind Spot Monitoring, Heat Package, Parking Sensors, Premium Package, Heated Seats, Multi Zone Climate Control, Ambient Light Package, Bluetooth, Backup Camera",Mercedes-Benz,Black,15.0,402.0,4.7,V8,8
19995,Victoria,163965,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Parking Sensors, Heated Seats",BMW,White,7.0,400.0,4.4,V8,10
64995,Surrey,510,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Third Row Seating, Blind Spot Monitoring, Heated Seats, Tow Package, Android Auto, Quick Order Package, CarPlay, Bluetooth, Backup Camera, Remote Start",Jeep,Black,15.0,290.0,3.6,V6,1
8900,Surrey,78000,Manual,Front-Wheel Drive,Gasoline,Bluetooth,Chevrolet,Blue,1.0,138.0,1.4,I4,8
38997,Surrey,28913,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Jeep,Other,9.0,180.0,2.4,I4,1
34995,Surrey,48641,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,,RAM,White,-1.0,305.0,3.6,V6,3
76997,Richmond,75579,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Mercedes-Benz,Other,10.0,577.0,5.5,V8,5
82035,Surrey,12305,Automatic,Four-Wheel Drive,Gasoline,"Navigation System, Heated Seats, Alloy Wheels",RAM,Black,3.0,395.0,5.7,V8,1
25900,Port Moody,130187,Automatic,All-Wheel Drive,Gasoline,,RAM,Silver,-1.0,395.0,5.7,V8,7
66499,Richmond,14005,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, Quick Order Package, CarPlay, Bluetooth, Backup Camera, Remote Start",RAM,Gray,14.0,395.0,5.7,V8,3
15888,Surrey,117987,Automatic,Front-Wheel Drive,Gasoline,"Heated Seats, Leather Seats, Backup Camera",Kia,Other,3.0,161.0,2.0,I4,4
67769,Abbotsford,11349,Automatic,Rear-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heat Package, Parking Sensors, Heated Seats, Android Auto, CarPlay",Dodge,Other,11.0,485.0,6.4,V8,3
62570,Richmond,55818,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay, Bluetooth, Backup Camera, Remote Start",RAM,Other,13.0,395.0,5.7,V8,3
29600,Maple Ridge,28575,Automatic,All-Wheel Drive,Gasoline,"Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Ford,Black,8.0,272.65777777777777,1.5,I3,2
37998,Vancouver,23426,Manual,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Nissan,Other,10.0,260.0,3.5,V6,3
54245,Richmond,8458,Automatic,All-Wheel Drive,Gasoline,"Sport Package, M Sport Package",BMW,Gray,2.0,255.0,2.0,I4,1
39990,Vancouver,19040,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated Seats, CarPlay",BMW,Black,9.0,228.0,2.0,I4,2
52983,Surrey,14077,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Convenience Package",Chevrolet,Black,4.0,310.0,2.7,I4,1
43999,Richmond,40763,Automatic,Front-Wheel Drive,Gasoline,"Ultra Luxury Package, Luxury Package",Lexus,Silver,2.0,302.0,3.5,V6,3
26995,Port Coquitlam,162218,Automatic,Four-Wheel Drive,Flex Fuel Vehicle,,Ford,Blue,-1.0,282.0,3.5,V6,6
23295,North Vancouver,33686,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Adaptive Cruise Control, Heated Seats",Honda,White,4.0,158.0,2.0,I4,2
44000,Richmond,32658,Automatic,Four-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Backup Camera, Remote Start, Alloy Wheels",RAM,Other,4.0,305.0,3.6,V6,2
44999,Langley,63946,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Jeep,White,8.0,295.0,3.6,V6,2
57985,Burnaby,39262,Automatic,Four-Wheel Drive,Gasoline,,RAM,Other,-1.0,410.0,6.4,V8,2
34495,Vancouver,14658,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Heated Seats, CarPlay",Honda,Gray,9.0,141.0,1.8,I4,2
39890,Vancouver,24796,Automatic,Front-Wheel Drive,Gasoline,"Leather Seats, Adaptive Cruise Control, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Heated Seats",Toyota,Gray,7.0,296.0,3.5,V6,4
34998,Surrey,60859,Automatic,Four-Wheel Drive,Gasoline,Bluetooth,Ford,Gray,1.0,272.65777777777777,3.2029230769230743,I4,6
78997,Richmond,25343,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Blind Spot Monitoring, Premium Package, Heated Seats",Lexus,Other,11.0,301.0,4.6,V8,2
48500,Maple Ridge,31335,Manual,Rear-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats, Quick Order Package",Dodge,Black,10.0,485.0,6.4,V8,6
59499,Surrey,62670,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay, Bluetooth, Backup Camera, Remote Start",RAM,Other,13.0,395.0,5.7,V8,3
42900,Squamish,105595,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heated Seats",Toyota,White,7.0,381.0,5.7,V8,8
10950,Surrey,88000,Automatic,Front-Wheel Drive,Hybrid,"Bluetooth, Leather Seats, Sunroof/Moonroof, Heated Seats",Toyota,Gray,4.0,187.0,2.4,I4,15
7995,Surrey,188000,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Remote Start, Heated Seats, Alloy Wheels",Ford,Blue,4.0,262.0,3.5,V6,13
52999,Surrey,34048,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Parking Sensors, Heated Seats",Dodge,Other,12.0,295.0,3.6,V6,2
39995,Nanaimo,28713,Automatic,All-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Backup Camera, Safety Package, Heated Seats, Tow Package, Alloy Wheels",RAM,White,6.0,305.0,3.6,V6,3
54988,Sechelt,34497,Automatic,Four-Wheel Drive,Gasoline,,Chevrolet,White,-1.0,355.0,5.3,V8,3
44990,New Westminster,46000,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Sunroof/Moonroof, Navigation System, Heated Seats",Toyota,Black,6.0,278.0,3.5,V6,3
10980,Surrey,162000,Automatic,Front-Wheel Drive,Gasoline,Sport Package,Ford,Black,1.0,207.0,4.0,V6,13
47999,Richmond,57807,Automatic,All-Wheel Drive,Diesel,,Land,Gray,-1.0,254.0,3.0,V6,3
51800,Mission,19857,Automatic,Four-Wheel Drive,Gasoline,"LE Package, Bluetooth, Backup Camera, Adaptive Cruise Control, Heated Seats, Alloy Wheels",Toyota,White,6.0,278.0,3.5,V6,1
21999,Surrey,85336,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Backup Camera, Remote Start, Navigation System, Alloy Wheels, Third Row Seating",Dodge,Other,6.0,283.0,3.6,V6,5
38000,Richmond,96298,Automatic,All-Wheel Drive,Gasoline,,Mercedes-Benz,Blue,-1.0,329.0,3.0,V6,5
62900,Vancouver,34500,Automatic,Rear-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Adaptive Suspension, Backup Camera, Parking Sensors, Heated Seats",Jaguar,Red,7.0,550.0,5.0,V8,7
25888,New Westminster,71750,Manual,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Nissan,Black,7.0,170.0,2.5,I4,5
30888,Victoria,121433,Automatic,Four-Wheel Drive,Flex Fuel Vehicle,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, Tow Package, Multi Zone Climate Control",Chevrolet,White,11.0,272.65777777777777,5.3,V8,8
9800,Surrey,200000,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Parking Sensors, Heated Seats",Lincoln,Blue,9.0,355.0,3.5,V6,11
29999,Richmond,19314,Automatic,Front-Wheel Drive,Gasoline,,MINI,Black,-1.0,189.0,2.0,I4,2
43451,Vancouver,10626,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats",Land,Gray,8.0,237.0,2.0,I4,3
49991,Vancouver,48161,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Alloy Wheels",Mercedes-Benz,Black,5.0,241.0,2.0,I4,4
56255,Coquitlam,60835,Automatic,Four-Wheel Drive,Gasoline,"Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Quick Order Package",RAM,Other,7.0,395.0,5.7,V8,3
8990,Sidney,201123,Automatic,All-Wheel Drive,Gasoline,"Heated Seats, Leather Seats",Subaru,White,2.0,170.0,2.5,I4,13
43333,Nanaimo,42110,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Android Auto, Alloy Wheels, Quick Order Package, CarPlay",RAM,Black,6.0,395.0,5.7,V8,3
30888,Coquitlam,54046,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera",Ford,White,2.0,272.65777777777777,2.5,I4,5
39900,Vancouver,63000,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated Seats",BMW,Blue,8.0,248.0,2.0,I4,4
24995,Victoria,70978,Automatic,Front-Wheel Drive,Gasoline,LE Package,Toyota,Gray,1.0,176.0,2.5,I4,4
51900,Vancouver,5700,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats",BMW,Black,9.0,255.0,2.0,I4,1
46999,Surrey,999,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,,RAM,Black,-1.0,305.0,3.6,V6,1
44999,Richmond,50888,Automatic,All-Wheel Drive,Gasoline,,BMW,White,-1.0,300.0,3.0,I6,4
9995,Vancouver,176936,Automatic,Front-Wheel Drive,Gasoline,Alloy Wheels,Toyota,Gray,1.0,132.0,1.8,I4,13
16999,Surrey,19534,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Android Auto, Alloy Wheels, CarPlay",Chevrolet,Other,6.0,272.65777777777777,1.4,I4,2
9450,Burnaby,198000,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,,Ford,White,-1.0,302.0,3.7,V6,9
59000,Maple Ridge,3203,Automatic,All-Wheel Drive,Gasoline,"Sport Package, Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Heated Seats",Lincoln,Black,12.0,272.65777777777777,2.3,I4,1
15888,Coquitlam,141026,Automatic,All-Wheel Drive,Flex Fuel Vehicle,Third Row Seating,Dodge,White,1.0,283.0,3.6,V6,5
3900,Port Coquitlam,237975,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Alloy Wheels",Mazda,Gray,2.0,148.0,2.0,I4,18
55422,Richmond,10177,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Volvo,Other,10.0,316.0,2.0,I4,1
19950,Nanaimo,62350,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Navigation System, Heated Seats",Ford,Black,5.0,272.65777777777777,2.0,I4,5
28850,Victoria,33654,Manual,Front-Wheel Drive,Gasoline,Sunroof/Moonroof,Honda,Blue,1.0,205.0,1.5,I4,3
280885,Langley,22721,Automatic,Rear-Wheel Drive,Gasoline,Sport Chrono Package,Porsche,White,1.0,520.0,4.0,I4,3
52245,Chilliwack,3705,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Volkswagen,White,10.0,276.0,3.6,V6,1
38995,Abbotsford,6500,Automatic,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, CarPlay",Ford,Black,9.0,250.0,2.0,I4,2
18990,Surrey,95918,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats, Alloy Wheels",Nissan,Red,5.0,170.0,2.5,I4,7
19998,New Westminster,88422,Manual,Front-Wheel Drive,Gasoline,"Backup Camera, Sunroof/Moonroof, Heated Seats, Android Auto, Alloy Wheels, CarPlay",Honda,Gray,6.0,180.0,1.5,I4,5
34888,Vancouver,3338,Manual,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Backup Camera, Heated Seats, Android Auto, CarPlay",Honda,White,7.0,141.0,1.8,I4,2
41888,Richmond,61009,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Alloy Wheels, Quick Order Package",RAM,Gray,4.0,395.0,5.7,V8,3
17888,Victoria,149832,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Sunroof/Moonroof, Parking Sensors, Heated Seats, Alloy Wheels",Mercedes-Benz,Black,6.0,302.0,3.5,V6,9
